Completion_Time_mean,Completion_Time_lower90,Completion_Time_upper90,Downtime_mean,Downtime_lower90,Downtime_upper90,Energy_Used_mean,Energy_Used_lower90,Energy_Used_upper90,Machine_Wear_mean,Machine_Wear_lower90,Machine_Wear_upper90,Predictive_Failure_Score_mean,Predictive_Failure_Score_lower90,Predictive_Failure_Score_upper90,Error_mean,Error_lower90,Error_upper90,Maintenance_Required_p_cal,Maintenance_Required_p_lower,Maintenance_Required_p_upper,Maintenance_Required_label,Optimization_Success_p_cal,Optimization_Success_p_lower,Optimization_Success_p_upper,Optimization_Success_label,baseline,ctx_Process_Variable,ctx_Machine_Load,ctx_Queue_Length,ctx_Deadline,ctx_Temperature,ctx_Vibration_Level,ctx_Sensor_Status,lever_PID_Output,lever_Fuzzy_Tuned_Kp,lever_Fuzzy_Tuned_Ki,lever_Fuzzy_Tuned_Kd,lever_Resource_Allocated,lever_Priority_Level,feasible,constraint_violation,completion_violation,maintenance_violation,success_violation,failure_violation,pareto,score,recommended
81.47066,29.50058,133.44073,5.0388103,-1.6022267,11.679848,20.054398,11.760688,28.348106,50.881058,5.9646645,95.797455,0.48880854,0.046615433,0.9492394,6.9982014,6.4058623,7.5905404,0.18169014,0.16698825,0.19679566,1,0.39267015,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,54.9224574236452,1.1505593307481972,0.7767898862221906,0.14473894760534964,113.41317533856187,1,0,0.381032665570577,0.20216878255208334,0.0,0.17886388301849365,0.0,0,1305.8360773324966,0
81.981606,30.011528,133.95169,5.1591334,-1.4819036,11.800171,20.180134,11.886424,28.473843,50.776062,5.8596687,95.69246,0.5557433,0.060120013,0.9607294,7.1132674,6.5209284,7.7056065,0.18169014,0.16698825,0.19679566,1,0.37313432,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,39.49775236646086,0.7634293894644612,0.8884414888474534,0.08484242695845856,137.88607617268576,2,0,0.3856358710709993,0.20677198805250563,0.0,0.17886388301849365,0.0,0,1320.2938759278604,0
81.525185,29.555107,133.49527,5.0271463,-1.6138906,11.668183,20.167965,11.874255,28.461674,51.005997,6.0896034,95.92239,0.513129,0.05113559,0.953728,6.6517634,6.0594244,7.2441025,0.18169014,0.16698825,0.19679566,1,0.24210526,0.21494296,0.2755901,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,60.79712322077299,1.554368643290962,0.7499301282712261,0.13072483215110758,87.16608932666965,2,0,0.48771712613535356,0.2026600880665822,0.0,0.28505703806877136,0.0,0,1626.0620499382146,0
79.44263,27.47255,131.4127,5.0388103,-1.6022267,11.679848,20.062918,11.769208,28.356628,51.364086,6.447693,96.28048,0.5193285,0.0523536,0.9548113,6.922397,6.330058,7.514736,0.21979865,0.20071635,0.24015006,1,0.37313432,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,57.71286439334689,1.3040409990112916,0.9252532246213799,0.4898026910315117,100.86166548484334,2,0,0.362762121466903,0.18389823844840936,0.0,0.17886388301849365,0.0,0,1249.0105085614566,0
81.702194,29.732117,133.67227,5.0388103,-1.6022267,11.679848,20.150599,11.856889,28.44431,50.881058,5.9646645,95.797455,0.52228296,0.052944057,0.9553193,7.1125402,6.520201,7.7048793,0.21979865,0.20071635,0.24015006,1,0.39267015,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,43.800020975967804,1.4501765991830808,0.4003207359257819,0.26195977111761165,125.29965573847184,1,0,0.38311858327539117,0.20425470025689751,0.0,0.17886388301849365,0.0,0,1312.427650074701,0
81.316086,29.346008,133.28616,5.0388103,-1.6022267,11.679848,20.117292,11.823583,28.411003,50.881058,5.9646645,95.797455,0.5011405,0.04885771,0.95156455,7.1468043,6.5544653,7.7391434,0.21979865,0.20071635,0.24015006,1,0.39267015,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,43.11539578112932,0.8087237703983827,0.550750365236256,0.4381082283671235,128.25137042073325,2,0,0.3796401292354137,0.20077624621692006,0.0,0.17886388301849365,0.0,0,1301.569118699512,0
84.05345,32.083374,136.02353,5.0621815,-1.5788555,11.703218,20.030582,11.736873,28.324291,50.881058,5.9646645,95.797455,0.5206744,0.05262177,0.9550434,7.349471,6.757132,7.94181,0.18169014,0.16698825,0.19679566,1,0.3286219,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,43.15083491095523,0.8310278952959602,0.11933205844316941,0.42989572377097285,202.36142581859605,3,0,0.4043010816917763,0.22543719867328266,0.0,0.17886388301849365,0.0,0,1378.2061087328034,0
82.25607,30.285995,134.22615,5.0621815,-1.5788555,11.703218,19.96611,11.6724,28.259819,50.881058,5.9646645,95.797455,0.53135294,0.05479842,0.95684695,7.258691,6.666352,7.85103,0.18169014,0.16698825,0.19679566,1,0.24210526,0.21494296,0.2755901,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,45.86198938428183,0.5821734010005268,0.11305030204176204,0.28094067877662265,181.39204494731297,2,0,0.49430163728224263,0.20924459921347127,0.0,0.28505703806877136,0.0,0,1646.3477283426232,0
82.01683,30.046753,133.98691,5.0621815,-1.5788555,11.703218,19.879658,11.585948,28.173367,50.881058,5.9646645,95.797455,0.4924493,0.04726718,0.94993675,7.18722,6.594881,7.779559,0.18169014,0.16698825,0.19679566,1,0.32258064,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,50.809517061973565,0.9922865160010431,0.31870818476926777,0.3671460280166233,212.01033020098606,1,0,0.38595314391024477,0.20708926089175111,0.0,0.17886388301849365,0.0,0,1320.9696429839005,0
81.92442,29.954346,133.8945,5.1661024,-1.4749346,11.807139,20.107473,11.813764,28.401184,50.881058,5.9646645,95.797455,0.48174343,0.045374356,0.947859,7.0627575,6.4704185,7.6550965,0.18169014,0.16698825,0.19679566,1,0.3286219,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,48.727170173829066,1.3397022543788033,0.19582678309086454,0.14014174422010484,162.4204090912234,1,0,0.3851206463736457,0.20625676335515203,0.0,0.17886388301849365,0.0,0,1318.605482924629,0
82.01034,30.04026,133.98041,5.0388103,-1.6022267,11.679848,20.18027,11.8865595,28.47398,50.881058,5.9646645,95.797455,0.5224203,0.052971665,0.9553428,7.1541414,6.5618024,7.7464805,0.21979865,0.20071635,0.24015006,1,0.39267015,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,45.57002320073295,1.77557081476382,0.336423172848745,0.35906693140425683,114.92429591070807,1,0,0.38589458315222114,0.20703070013372749,0.0,0.17886388301849365,0.0,0,1321.0934799506858,0
81.2618,29.291725,133.23187,5.0388103,-1.6022267,11.679848,20.102854,11.809144,28.396564,50.881058,5.9646645,95.797455,0.49110538,0.047025613,0.9496804,6.9944153,6.4020762,7.5867543,0.21979865,0.20071635,0.24015006,1,0.3286219,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,52.76364148526461,1.4963727232121924,0.2630679349917123,0.17531527726610047,126.34667946337083,1,0,0.3791510231860049,0.20028714016751126,0.0,0.17886388301849365,0.0,0,1300.031186988225,0
83.0509,31.080826,135.02098,5.0388103,-1.6022267,11.679848,20.284327,11.990617,28.578037,50.881058,5.9646645,95.797455,0.528839,0.05427803,0.9564283,7.044329,6.45199,7.636668,0.21979865,0.20071635,0.24015006,1,0.34453782,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,42.16564137952333,1.1579406757980857,0.13206863046252862,0.42252362355848455,125.30744876499743,3,0,0.3952691157658895,0.21640523274739584,0.0,0.17886388301849365,0.0,0,1350.3627936840057,0
81.18631,29.216232,133.15639,5.0388103,-1.6022267,11.679848,19.929075,11.6353655,28.222786,50.776062,5.8596687,95.69246,0.5075164,0.050056726,0.95272666,7.198441,6.606102,7.79078,0.18169014,0.16698825,0.19679566,1,0.39267015,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,45.59056384197059,1.9147042569079318,0.9089307855086685,0.09198436714897379,126.19241153025254,2,0,0.3784709760734627,0.19960709305496904,0.0,0.17886388301849365,0.0,0,1297.7448281613556,0
82.11889,30.148811,134.08896,5.0621815,-1.5788555,11.703218,20.07354,11.77983,28.367249,50.881058,5.9646645,95.797455,0.5194393,0.052375615,0.9548304,6.9697604,6.3774214,7.5620995,0.21979865,0.20071635,0.24015006,1,0.34453782,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,47.25572483427841,1.5728462615993544,0.11416652709801736,0.3964972749607902,172.24141898134616,2,0,0.3868725203179024,0.20800863729940877,0.0,0.17886388301849365,0.0,0,1324.0285986371941,0
80.71084,28.74076,132.68091,5.065576,-1.5754609,11.706614,19.952694,11.658984,28.246403,50.881058,5.9646645,95.797455,0.4887296,0.046601396,0.9492242,7.0737696,6.4814305,7.6661086,0.18169014,0.16698825,0.19679566,1,0.39267015,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,49.268445706363785,1.8811507649555161,0.7561469029050304,0.0991455140425567,153.3475554252413,1,0,0.3741873803439441,0.19532349732545046,0.0,0.17886388301849365,0.0,0,1284.4386761494584,0
79.90052,27.930443,131.8706,5.0388103,-1.6022267,11.679848,20.131704,11.837995,28.425415,50.881058,5.9646645,95.797455,0.50730014,0.050015587,0.9526877,7.101653,6.509314,7.693992,0.21979865,0.20071635,0.24015006,1,0.39267015,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,56.65237388247173,1.2926984063089282,0.24110988700673028,0.4442229748680912,134.0247269738241,2,0,0.3668873557099351,0.18802347269144143,0.0,0.17886388301849365,0.0,0,1261.9107753183391,0
81.093735,29.123657,133.06381,5.0388103,-1.6022267,11.679848,20.060783,11.767074,28.354492,50.585785,5.6693916,95.50218,0.5436997,0.05742869,0.95885193,7.0920234,6.4996843,7.6843624,0.21979865,0.20071635,0.24015006,1,0.39267015,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,43.51585756781473,0.8999599589289226,0.9115110900560486,0.18937007529133948,102.61372506286943,3,0,0.37763696640461414,0.19877308338612049,0.0,0.17886388301849365,0.0,0,1295.288055590681,0
82.56302,30.592941,134.5331,5.16907,-1.4719672,11.810106,20.40797,12.114261,28.70168,50.935345,6.0189514,95.85174,0.4719754,0.04370812,0.9458895,7.337138,6.744799,7.929477,0.18169014,0.16698825,0.19679566,1,0.3286219,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,50.573442218050914,0.5987336747242988,0.8943703491779927,0.3440477297909467,85.74082986410237,1,0,0.3908737597164807,0.21200987669798704,0.0,0.17886388301849365,0.0,0,1336.8019441656163,0
82.56028,30.590202,134.53036,5.0388103,-1.6022267,11.679848,19.990942,11.697232,28.284653,51.364086,6.447693,96.28048,0.5230451,0.053097438,0.9554495,7.0566316,6.4642925,7.6489706,0.18169014,0.16698825,0.19679566,1,0.37313432,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,52.32751691758542,1.58284386805424,0.6836622774198243,0.270332298772833,111.88346056774363,2,0,0.3908491532007853,0.21198527018229166,0.0,0.17886388301849365,0.0,0,1336.3179268240929,0
82.46369,30.493614,134.43378,5.0388103,-1.6022267,11.679848,20.222954,11.929244,28.516663,50.585785,5.6693916,95.50218,0.52909887,0.054331586,0.95647174,7.217354,6.625015,7.809693,0.18539326,0.16698825,0.19679566,1,0.37313432,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,40.07808848035404,0.6988263877112064,0.6998322062427921,0.2167989042855765,97.08226420382704,2,0,0.3899789898245184,0.21111510680602477,0.0,0.17886388301849365,0.0,0,1333.8438806678796,0
82.25607,30.285995,134.22615,5.0621815,-1.5788555,11.703218,19.782927,11.489217,28.076637,50.881058,5.9646645,95.797455,0.5111245,0.05074772,0.95337266,7.2883973,6.6960583,7.8807364,0.18169014,0.16698825,0.19679566,1,0.32,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,52.66698484279829,0.9640865545431907,0.11162281385379438,0.34009385766619354,187.19115248409372,2,0,0.3881084822319649,0.20924459921347127,0.0,0.17886388301849365,0.0,0,1327.5816071339555,0
79.947525,27.977448,131.9176,5.0388103,-1.6022267,11.679848,20.058258,11.764548,28.351967,50.935345,6.0189514,95.85174,0.5161523,0.051726066,0.9542592,7.1595726,6.5672336,7.7519116,0.18169014,0.16698825,0.19679566,1,0.3286219,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,42.8618463998761,1.2998358551713842,0.9755821556773495,0.47352244565321183,97.7503391272636,2,0,0.3673107527397774,0.18844686972128377,0.0,0.17886388301849365,0.0,0,1263.1560868330903,0
81.73714,29.76706,133.70721,5.0621815,-1.5788555,11.703218,19.640993,11.347283,27.934704,50.776062,5.8596687,95.69246,0.5288153,0.054273147,0.9564243,7.12096,6.528621,7.7132993,0.18169014,0.16698825,0.19679566,1,0.34453782,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,40.49543057862968,1.3465312698683585,0.8811725074163989,0.07323235699626349,179.05488140845455,1,0,0.3834333817164103,0.20456949869791666,0.0,0.17886388301849365,0.0,0,1312.8984876275063,0
80.62692,28.656845,132.597,5.0388103,-1.6022267,11.679848,20.066202,11.772492,28.359913,50.776062,5.8596687,95.69246,0.48715344,0.04632192,0.94891924,7.0748,6.482461,7.667139,0.18169014,0.16698825,0.19679566,1,0.39267015,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,60.32541488970729,1.3993964716930902,0.896408049251945,0.46085891373400883,134.05589571960726,1,0,0.3734314516857937,0.1945675686673001,0.0,0.17886388301849365,0.0,0,1282.200187288426,0
82.6362,30.666122,134.60628,5.0388103,-1.6022267,11.679848,20.069855,11.776145,28.363564,50.935345,6.0189514,95.85174,0.54945827,0.058699496,0.959759,6.9521966,6.3598576,7.5445356,0.18169014,0.16698825,0.19679566,1,0.3286219,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,60.701144687769585,0.7645337950116761,0.6883752120635432,0.32403364578785837,92.55099117474037,3,0,0.3915330493772352,0.21266916635874156,0.0,0.17886388301849365,0.0,0,1338.528748132087,0
82.61756,30.647484,134.58765,5.0621815,-1.5788555,11.703218,20.044146,11.750436,28.337856,50.881058,5.9646645,95.797455,0.49986753,0.048621632,0.9513293,6.9381676,6.3458285,7.5305066,0.21979865,0.20071635,0.24015006,1,0.3286219,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,57.173376427569465,1.0765833125156958,0.4110198313889858,0.41159257571635394,190.8175807010627,1,0,0.3913652026975477,0.21250131967905406,0.0,0.17886388301849365,0.0,0,1337.9724401606095,0
81.594,29.623924,133.56409,5.1661024,-1.4749346,11.807139,20.114767,11.821057,28.408478,50.776062,5.8596687,95.69246,0.49467286,0.047669392,0.9503581,7.017523,6.425184,7.609862,0.18539326,0.16698825,0.19679566,1,0.39267015,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,45.87032506661134,1.4236770299089487,0.8951224491807513,0.2245603338656433,159.83653055974855,2,0,0.38214394530734497,0.20328006228885134,0.0,0.17886388301849365,0.0,0,1309.3547587120852,0
79.95374,27.983665,131.92383,5.0388103,-1.6022267,11.679848,20.342623,12.048913,28.636333,50.881058,5.9646645,95.797455,0.546929,0.058137782,0.95936275,7.164546,6.572207,7.756885,0.18169014,0.16698825,0.19679566,1,0.3286219,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,41.227315141632495,1.939113036746197,0.3640350522847793,0.26341561823587334,114.13319160200811,2,0,0.36736683909957474,0.18850295608108109,0.0,0.17886388301849365,0.0,0,1263.6200416345855,0
80.66763,28.697556,132.63771,5.0621815,-1.5788555,11.703218,20.008825,11.715116,28.302536,50.881058,5.9646645,95.797455,0.497739,0.048229296,0.9509336,7.1159472,6.523608,7.7082863,0.21979865,0.20071635,0.24015006,1,0.34453782,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,54.38758553848114,1.5851040946740578,0.6032319542671624,0.4387730927479301,201.70963382132675,2,0,0.3737982124895663,0.19493432947107264,0.0,0.17886388301849365,0.0,0,1283.2858176263603,0
80.11219,28.142113,132.08228,5.0271463,-1.6138906,11.668183,20.101856,11.808146,28.395565,50.935345,6.0189514,95.85174,0.5780771,0.065471396,0.9640217,7.059171,6.466832,7.6515102,0.18169014,0.16698825,0.19679566,1,0.24210526,0.21494296,0.2755901,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,48.91131574039415,1.8700981015899463,0.19487753991851087,0.23824104806015367,88.81357621519328,3,0,0.4749874469933209,0.18993040892454954,0.0,0.28505703806877136,0.0,0,1586.4042030862859,0
82.62543,30.65535,134.5955,5.0388103,-1.6022267,11.679848,20.250282,11.956573,28.543991,51.364086,6.447693,96.28048,0.5137197,0.051250435,0.9538322,7.189349,6.59701,7.781688,0.18169014,0.16698825,0.19679566,1,0.39267015,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,41.774001311676955,1.6356514749133004,0.9200895458357343,0.2911615707189689,109.62200241370618,1,0,0.39143599798013495,0.21257211496164133,0.0,0.17886388301849365,0.0,0,1338.4013219991245,0
81.24863,29.27855,133.2187,5.0621815,-1.5788555,11.703218,20.237257,11.943547,28.530968,50.881058,5.9646645,95.797455,0.47960368,0.045004506,0.94743377,7.033036,6.440697,7.6253753,0.18169014,0.16698825,0.19679566,1,0.32,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,50.14586134757833,1.3864365910760112,0.23107485809260014,0.06392365279002392,182.75223949862473,1,0,0.3790323895377082,0.20016850651921453,0.0,0.17886388301849365,0.0,0,1299.7942743188628,0
81.46017,29.49009,133.43024,5.0621815,-1.5788555,11.703218,20.019207,11.725497,28.312916,50.881058,5.9646645,95.797455,0.5337135,0.055291645,0.95723677,7.2369304,6.6445913,7.8292694,0.18169014,0.16698825,0.19679566,1,0.24210526,0.21494296,0.2755901,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,39.80746397805257,0.8021992715641522,0.3052753055932192,0.12505599443330095,177.08113995147988,1,0,0.4871312436219808,0.20207420555320946,0.0,0.28505703806877136,0.0,0,1624.0941202511656,0
81.09652,29.126442,133.06659,5.0388103,-1.6022267,11.679848,20.024693,11.730983,28.318401,50.881058,5.9646645,95.797455,0.4859007,0.046100896,0.94867563,6.952099,6.35976,7.544438,0.21979865,0.20071635,0.24015006,1,0.37313432,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,59.437718716839925,1.4960192874965998,0.5991946456296191,0.3384351386617319,121.2451834522166,2,0,0.37766198532001394,0.19879810230152026,0.0,0.17886388301849365,0.0,0,1295.3196222846573,0
82.24056,30.270485,134.21063,5.0388103,-1.6022267,11.679848,20.114767,11.821057,28.408478,50.935345,6.0189514,95.85174,0.5338607,0.05532254,0.95726097,7.14227,6.549931,7.734609,0.18169014,0.16698825,0.19679566,1,0.3286219,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,44.84198338049342,1.4327182199306996,0.7808528136129931,0.3716907420861776,91.04200539818585,2,0,0.3879686787321761,0.20910479571368243,0.0,0.17886388301849365,0.0,0,1327.4824072702513,0
81.62387,29.653793,133.59395,5.0621815,-1.5788555,11.703218,19.838129,11.544419,28.13184,50.881058,5.9646645,95.797455,0.48384687,0.045740638,0.9482738,7.035934,6.443595,7.628273,0.18169014,0.16698825,0.19679566,1,0.39267015,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,53.900476303572766,1.4021532235788647,0.6531889039358832,0.31233716994364136,196.84474718304077,2,0,0.38241296738117664,0.20354908436268299,0.0,0.17886388301849365,0.0,0,1309.912964037947,0
